Date,Japan_GDP_Growth
1995-01,0.013025916943170228
1995-02,0.013025916943170228
1995-03,0.013025916943170228
1995-04,0.02828429448455469
1995-05,0.02828429448455469
1995-06,0.02828429448455469
1995-07,0.028377738467576286
1995-08,0.028377738467576286
1995-09,0.028377738467576286
1995-10,0.035114661923634466
1995-11,0.035114661923634466
1995-12,0.035114661923634466
1996-01,0.03212537920219066
1996-02,0.03212537920219066
1996-03,0.03212537920219066
1996-04,0.03553356109346777
1996-05,0.03553356109346777
1996-06,0.03553356109346777
1996-07,0.02476536976408323
1996-08,0.02476536976408323
1996-09,0.02476536976408323
1996-10,0.03378969543183405
1996-11,0.03378969543183405
1996-12,0.03378969543183405
1997-01,0.027888597338673247
1997-02,0.027888597338673247
1997-03,0.027888597338673247
1997-04,0.007457255837348407
1997-05,0.007457255837348407
1997-06,0.007457255837348407
1997-07,0.008113674719612291
1997-08,0.008113674719612291
1997-09,0.008113674719612291
1997-10,-0.002565526051982733
1997-11,-0.002565526051982733
1997-12,-0.002565526051982733
1998-01,-0.01728241241986924
1998-02,-0.01728241241986924
1998-03,-0.01728241241986924
1998-04,-0.01428321179657776
1998-05,-0.01428321179657776
1998-06,-0.01428321179657776
1998-07,-0.01434551333980742
1998-08,-0.01434551333980742
1998-09,-0.01434551333980742
1998-10,-0.006820929896289342
1998-11,-0.006820929896289342
1998-12,-0.006820929896289342
1999-01,-0.008405031859646979
1999-02,-0.008405031859646979
1999-03,-0.008405031859646979
1999-04,-0.00033773907025228363
1999-05,-0.00033773907025228363
1999-06,-0.00033773907025228363
1999-07,0.0033098940114975267
1999-08,0.0033098940114975267
1999-09,0.0033098940114975267
1999-10,-0.004356476088333054
1999-11,-0.004356476088333054
1999-12,-0.004356476088333054
2000-01,0.026673404838689317
2000-02,0.026673404838689317
2000-03,0.026673404838689317
2000-04,0.02763233986025881
2000-05,0.02763233986025881
2000-06,0.02763233986025881
2000-07,0.0224635991282447
2000-08,0.0224635991282447
2000-09,0.0224635991282447
2000-10,0.03192169764178273
2000-11,0.03192169764178273
2000-12,0.03192169764178273
2001-01,0.02222198140808334
2001-02,0.02222198140808334
2001-03,0.02222198140808334
2001-04,0.009912630540294266
2001-05,0.009912630540294266
2001-06,0.009912630540294266
2001-07,-0.0014223869186848767
2001-08,-0.0014223869186848767
2001-09,-0.0014223869186848767
2001-10,-0.014477866103252909
2001-11,-0.014477866103252909
2001-12,-0.014477866103252909
2002-01,-0.019978920200523123
2002-02,-0.019978920200523123
2002-03,-0.019978920200523123
2002-04,-0.004568878226917871
2002-05,-0.004568878226917871
2002-06,-0.004568878226917871
2002-07,0.009456150401399995
2002-08,0.009456150401399995
2002-09,0.009456150401399995
2002-10,0.015785812731591173
2002-11,0.015785812731591173
2002-12,0.015785812731591173
2003-01,0.014774805134829847
2003-02,0.014774805134829847
2003-03,0.014774805134829847
2003-04,0.013445192626117673
2003-05,0.013445192626117673
2003-06,0.013445192626117673
2003-07,0.013226412920955414
2003-08,0.013226412920955414
2003-09,0.013226412920955414
2003-10,0.02157050190578958
2003-11,0.02157050190578958
2003-12,0.02157050190578958
2004-01,0.028359054937328255
2004-02,0.028359054937328255
2004-03,0.028359054937328255
2004-04,0.021446627337670165
2004-05,0.021446627337670165
2004-06,0.021446627337670165
2004-07,0.024726438687571572
2004-08,0.024726438687571572
2004-09,0.024726438687571572
2004-10,0.011753760416147901
2004-11,0.011753760416147901
2004-12,0.011753760416147901
2005-01,0.009428218994142572
2005-02,0.009428218994142572
2005-03,0.009428218994142572
2005-04,0.017197693951925705
2005-05,0.017197693951925705
2005-06,0.017197693951925705
2005-07,0.02130551582317351
2005-08,0.02130551582317351
2005-09,0.02130551582317351
2005-10,0.024983034948898426
2005-11,0.024983034948898426
2005-12,0.024983034948898426
2006-01,0.02140315448791459
2006-02,0.02140315448791459
2006-03,0.02140315448791459
2006-04,0.01506245897302752
2006-05,0.01506245897302752
2006-06,0.01506245897302752
2006-07,0.0028838825551583515
2006-08,0.0028838825551583515
2006-09,0.0028838825551583515
2006-10,0.014622676127494617
2006-11,0.014622676127494617
2006-12,0.014622676127494617
2007-01,0.0197781801413901
2007-02,0.0197781801413901
2007-03,0.0197781801413901
2007-04,0.018541301053102196
2007-05,0.018541301053102196
2007-06,0.018541301053102196
2007-07,0.014972137708000086
2007-08,0.014972137708000086
2007-09,0.014972137708000086
2007-10,0.0059331810977186605
2007-11,0.0059331810977186605
2007-12,0.0059331810977186605
2008-01,0.002909463472639744
2008-02,0.002909463472639744
2008-03,0.002909463472639744
2008-04,-0.00335881410095433
