Date,Canada_GDP_Growth
1966-01,0.06856869392537994
1966-02,0.06856869392537994
1966-03,0.06856869392537994
1966-04,0.08086723844627162
1966-05,0.08086723844627162
1966-06,0.08086723844627162
1966-07,0.06609033137822225
1966-08,0.06609033137822225
1966-09,0.06609033137822225
1966-10,0.05322706688916416
1966-11,0.05322706688916416
1966-12,0.05322706688916416
1967-01,0.03117233181397726
1967-02,0.03117233181397726
1967-03,0.03117233181397726
1967-04,0.031012943577804944
1967-05,0.031012943577804944
1967-06,0.031012943577804944
1967-07,0.03494946778417504
1967-08,0.03494946778417504
1967-09,0.03494946778417504
1967-10,0.026578363727969467
1967-11,0.026578363727969467
1967-12,0.026578363727969467
1968-01,0.037371440539752866
1968-02,0.037371440539752866
1968-03,0.037371440539752866
1968-04,0.0436035024643349
1968-05,0.0436035024643349
1968-06,0.0436035024643349
1968-07,0.05410606357096047
1968-08,0.05410606357096047
1968-09,0.05410606357096047
1968-10,0.06435475598690181
1968-11,0.06435475598690181
1968-12,0.06435475598690181
1969-01,0.0694106856943416
1969-02,0.0694106856943416
1969-03,0.0694106856943416
1969-04,0.04624843343478708
1969-05,0.04624843343478708
1969-06,0.04624843343478708
1969-07,0.043213346781527565
1969-08,0.043213346781527565
1969-09,0.043213346781527565
1969-10,0.04373382953644045
1969-11,0.04373382953644045
1969-12,0.04373382953644045
1970-01,0.036913991752984696
1970-02,0.036913991752984696
1970-03,0.036913991752984696
1970-04,0.031787168041709966
1970-05,0.031787168041709966
1970-06,0.031787168041709966
1970-07,0.031366644212861984
1970-08,0.031366644212861984
1970-09,0.031366644212861984
1970-10,0.01862486265033892
1970-11,0.01862486265033892
1970-12,0.01862486265033892
1971-01,0.006279463655610363
1971-02,0.006279463655610363
1971-03,0.006279463655610363
1971-04,0.03550954413833161
1971-05,0.03550954413833161
1971-06,0.03550954413833161
1971-07,0.05342375135602586
1971-08,0.05342375135602586
1971-09,0.05342375135602586
1971-10,0.06317650135099791
1971-11,0.06317650135099791
1971-12,0.06317650135099791
1972-01,0.06557411539955882
1972-02,0.06557411539955882
1972-03,0.06557411539955882
1972-04,0.06484340177392124
1972-05,0.06484340177392124
1972-06,0.06484340177392124
1972-07,0.038925687625037134
1972-08,0.038925687625037134
1972-09,0.038925687625037134
1972-10,0.051910898206106275
1972-11,0.051910898206106275
1972-12,0.051910898206106275
1973-01,0.08316440700276424
1973-02,0.08316440700276424
1973-03,0.08316440700276424
1973-04,0.06477854582693292
1973-05,0.06477854582693292
1973-06,0.06477854582693292
1973-07,0.0656631062291168
1973-08,0.0656631062291168
1973-09,0.0656631062291168
1973-10,0.060451605421360056
1973-11,0.060451605421360056
1973-12,0.060451605421360056
1974-01,0.04112689578067276
1974-02,0.04112689578067276
1974-03,0.04112689578067276
1974-04,0.041226609602010085
1974-05,0.041226609602010085
1974-06,0.041226609602010085
1974-07,0.03655893241209296
1974-08,0.03655893241209296
1974-09,0.03655893241209296
1974-10,0.01282311335314713
1974-11,0.01282311335314713
1974-12,0.01282311335314713
1975-01,-0.0009483817688924944
1975-02,-0.0009483817688924944
1975-03,-0.0009483817688924944
1975-04,0.001081287037544782
1975-05,0.001081287037544782
1975-06,0.001081287037544782
1975-07,0.020778044148143528
1975-08,0.020778044148143528
1975-09,0.020778044148143528
1975-10,0.03749756914512276
1975-11,0.03749756914512276
1975-12,0.03749756914512276
1976-01,0.062150226075171455
1976-02,0.062150226075171455
1976-03,0.062150226075171455
1976-04,0.07121116357605353
1976-05,0.07121116357605353
1976-06,0.07121116357605353
1976-07,0.05614748507471565
1976-08,0.05614748507471565
1976-09,0.05614748507471565
1976-10,0.046121393881068014
1976-11,0.046121393881068014
1976-12,0.046121393881068014
1977-01,0.042925734651112844
1977-02,0.042925734651112844
1977-03,0.042925734651112844
1977-04,0.02632064872442408
1977-05,0.02632064872442408
1977-06,0.02632064872442408
1977-07,0.027175646161885492
1977-08,0.027175646161885492
1977-09,0.027175646161885492
1977-10,0.04127091946707167
1977-11,0.04127091946707167
1977-12,0.04127091946707167
1978-01,0.03530374031381806
1978-02,0.03530374031381806
1978-03,0.03530374031381806
1978-04,0.03683557616401208
1978-05,0.03683557616401208
1978-06,0.03683557616401208
1978-07,0.0412245047038136
1978-08,0.0412245047038136
1978-09,0.0412245047038136
1978-10,0.03400651211480389
1978-11,0.03400651211480389
1978-12,0.03400651211480389
1979-01,0.033914984848739595
1979-02,0.033914984848739595
1979-03,0.033914984848739595
1979-04,0.04070380994298486
1979-05,0.04070380994298486
1979-06,0.04070380994298486
1979-07,0.03799727191363933
1979-08,0.03799727191363933
1979-09,0.03799727191363933
1979-10,0.03582247329657966
1979-11,0.03582247329657966
1979-12,0.03582247329657966
1980-01,0.03446916791679907
1980-02,0.03446916791679907
1980-03,0.03446916791679907
1980-04,0.02039493896344807
1980-05,0.02039493896344807
1980-06,0.02039493896344807
1980-07,0.012219007484443819
1980-08,0.012219007484443819
1980-09,0.012219007484443819
1980-10,0.01940387981679975
1980-11,0.01940387981679975
1980-12,0.01940387981679975
1981-01,0.03462697940230974
1981-02,0.03462697940230974
1981-03,0.03462697940230974
1981-04,0.04658796245789239
1981-05,0.04658796245789239
1981-06,0.04658796245789239
1981-07,0.03838462173166727
1981-08,0.03838462173166727
1981-09,0.03838462173166727
1981-10,0.019559091272622918
1981-11,0.019559091272622918
1981-12,0.019559091272622918
1982-01,-0.014162759418133693
1982-02,-0.014162759418133693
1982-03,-0.014162759418133693
1982-04,-0.036400341394025655
1982-05,-0.036400341394025655
1982-06,-0.036400341394025655
1982-07,-0.03619405710117755
1982-08,-0.03619405710117755
1982-09,-0.03619405710117755
1982-10,-0.04069426467975743
1982-11,-0.04069426467975743
1982-12,-0.04069426467975743
1983-01,-0.013036433844300529
1983-02,-0.013036433844300529
1983-03,-0.013036433844300529
1983-04,0.01814297078569315
1983-05,0.01814297078569315
1983-06,0.01814297078569315
1983-07,0.03863363313989596
1983-08,0.03863363313989596
1983-09,0.03863363313989596
1983-10,0.0615163206417723
1983-11,0.0615163206417723
1983-12,0.0615163206417723
1984-01,0.06201242330054831
1984-02,0.06201242330054831
1984-03,0.06201242330054831
1984-04,0.06191345580576384
1984-05,0.06191345580576384
1984-06,0.06191345580576384
1984-07,0.05458470602270323
1984-08,0.05458470602270323
1984-09,0.05458470602270323
1984-10,0.05796178776873285
1984-11,0.05796178776873285
1984-12,0.05796178776873285
1985-01,0.055872329999777266
1985-02,0.055872329999777266
1985-03,0.055872329999777266
1985-04,0.03891717691429156
1985-05,0.03891717691429156
1985-06,0.03891717691429156
1985-07,0.047692225360177136
1985-08,0.047692225360177136
1985-09,0.047692225360177136
1985-10,0.047179629946890525
1985-11,0.047179629946890525
1985-12,0.047179629946890525
1986-01,0.031196802058832837
1986-02,0.031196802058832837
1986-03,0.031196802058832837
1986-04,0.03376397808085523
1986-05,0.03376397808085523
1986-06,0.03376397808085523
1986-07,0.0221013472602552
1986-08,0.0221013472602552
1986-09,0.0221013472602552
1986-10,-0.0006175982789049287
1986-11,-0.0006175982789049287
1986-12,-0.0006175982789049287
1987-01,0.022747543183510487
1987-02,0.022747543183510487
1987-03,0.022747543183510487
1987-04,0.030101520880837503
1987-05,0.030101520880837503
1987-06,0.030101520880837503
1987-07,0.044461725860935525
1987-08,0.044461725860935525
1987-09,0.044461725860935525
1987-10,0.06565034203757396
1987-11,0.06565034203757396
1987-12,0.06565034203757396
1988-01,0.0568040898944724
1988-02,0.0568040898944724
1988-03,0.0568040898944724
1988-04,0.052568847774265556
1988-05,0.052568847774265556
1988-06,0.052568847774265556
1988-07,0.036882529229984085
1988-08,0.036882529229984085
1988-09,0.036882529229984085
1988-10,0.03079737835166131
1988-11,0.03079737835166131
1988-12,0.03079737835166131
1989-01,0.027574929404728513
1989-02,0.027574929404728513
1989-03,0.027574929404728513
1989-04,0.02244656909866285
1989-05,0.02244656909866285
1989-06,0.02244656909866285
1989-07,0.026011645269484397
1989-08,0.026011645269484397
1989-09,0.026011645269484397
1989-10,0.01673031426389225
1989-11,0.01673031426389225
1989-12,0.01673031426389225
1990-01,0.014740292367243436
1990-02,0.014740292367243436
1990-03,0.014740292367243436
1990-04,0.0066905366263945625
1990-05,0.0066905366263945625
1990-06,0.0066905366263945625
1990-07,-0.0039959148644887876
1990-08,-0.0039959148644887876
1990-09,-0.0039959148644887876
1990-10,-0.010760529213563434
1990-11,-0.010760529213563434
1990-12,-0.010760529213563434
1991-01,-0.03398503566472073
1991-02,-0.03398503566472073
1991-03,-0.03398503566472073
1991-04,-0.025444769481732642
1991-05,-0.025444769481732642
1991-06,-0.025444769481732642
1991-07,-0.01718587374924973
1991-08,-0.01718587374924973
1991-09,-0.01718587374924973
1991-10,-0.0065183972380991615
1991-11,-0.0065183972380991615
1991-12,-0.0065183972380991615
1992-01,0.008599188670701348
1992-02,0.008599188670701348
1992-03,0.008599188670701348
1992-04,0.0051438709124798036
1992-05,0.0051438709124798036
1992-06,0.0051438709124798036
1992-07,0.009189956269076524
1992-08,0.009189956269076524
1992-09,0.009189956269076524
1992-10,0.013061928200409217
1992-11,0.013061928200409217
1992-12,0.013061928200409217
1993-01,0.0188025252352132
1993-02,0.0188025252352132
1993-03,0.0188025252352132
1993-04,0.026824326210123782
1993-05,0.026824326210123782
1993-06,0.026824326210123782
1993-07,0.03107354565997509
1993-08,0.03107354565997509
1993-09,0.03107354565997509
1993-10,0.029666639062945685
1993-11,0.029666639062945685
1993-12,0.029666639062945685
1994-01,0.03819540062163255
1994-02,0.03819540062163255
1994-03,0.03819540062163255
1994-04,0.043863171490823104
1994-05,0.043863171490823104
1994-06,0.043863171490823104
1994-07,0.04722780150093064
1994-08,0.04722780150093064
1994-09,0.04722780150093064
1994-10,0.05033474762566883
1994-11,0.05033474762566883
1994-12,0.05033474762566883
1995-01,0.04470288197178088
1995-02,0.04470288197178088
1995-03,0.04470288197178088
1995-04,0.030072144260746954
1995-05,0.030072144260746954
1995-06,0.030072144260746954
1995-07,0.01841000999944124
1995-08,0.01841000999944124
1995-09,0.01841000999944124
1995-10,0.01517637882310662
1995-11,0.01517637882310662
1995-12,0.01517637882310662
1996-01,0.0065194081786793265
1996-02,0.0065194081786793265
1996-03,0.0065194081786793265
1996-04,0.013118487015994199
1996-05,0.013118487015994199
1996-06,0.013118487015994199
1996-07,0.020526660895065052
1996-08,0.020526660895065052
1996-09,0.020526660895065052
1996-10,0.024547081621015855
1996-11,0.024547081621015855
1996-12,0.024547081621015855
1997-01,0.03734889509379098
1997-02,0.03734889509379098
1997-03,0.03734889509379098
1997-04,0.04181304642899916
1997-05,0.04181304642899916
1997-06,0.04181304642899916
