Date,Australia_GDP_Growth
1966-01,0.012206892636121047
1966-02,0.012206892636121047
1966-03,0.012206892636121047
1966-04,0.010240815687677481
1966-05,0.010240815687677481
1966-06,0.010240815687677481
1966-07,0.04188064856136889
1966-08,0.04188064856136889
1966-09,0.04188064856136889
1966-10,0.046186715586478445
1966-11,0.046186715586478445
1966-12,0.046186715586478445
1967-01,0.09017276194749832
1967-02,0.09017276194749832
1967-03,0.09017276194749832
1967-04,0.07389168013102854
1967-05,0.07389168013102854
1967-06,0.07389168013102854
1967-07,0.06397107095579926
1967-08,0.06397107095579926
1967-09,0.06397107095579926
1967-10,0.06621617286986646
1967-11,0.06621617286986646
1967-12,0.06621617286986646
1968-01,0.017030603634567494
1968-02,0.017030603634567494
1968-03,0.017030603634567494
1968-04,0.05768814600315337
1968-05,0.05768814600315337
1968-06,0.05768814600315337
1968-07,0.051931499782522934
1968-08,0.051931499782522934
1968-09,0.051931499782522934
1968-10,0.0817288407541115
1968-11,0.0817288407541115
1968-12,0.0817288407541115
1969-01,0.08388898444851416
1969-02,0.08388898444851416
1969-03,0.08388898444851416
1969-04,0.06440172647290938
1969-05,0.06440172647290938
1969-06,0.06440172647290938
1969-07,0.0679167267657099
1969-08,0.0679167267657099
1969-09,0.0679167267657099
1969-10,0.053267822378789284
1969-11,0.053267822378789284
1969-12,0.053267822378789284
1970-01,0.08267055001680296
1970-02,0.08267055001680296
1970-03,0.08267055001680296
1970-04,0.08298626049227896
1970-05,0.08298626049227896
1970-06,0.08298626049227896
1970-07,0.06307514992166255
1970-08,0.06307514992166255
1970-09,0.06307514992166255
1970-10,0.04407829883115054
1970-11,0.04407829883115054
1970-12,0.04407829883115054
1971-01,0.035187101224349024
1971-02,0.035187101224349024
1971-03,0.035187101224349024
1971-04,0.019169491095653055
1971-05,0.019169491095653055
1971-06,0.019169491095653055
1971-07,0.05338675114133979
1971-08,0.05338675114133979
1971-09,0.05338675114133979
1971-10,0.04500775559751821
1971-11,0.04500775559751821
1971-12,0.04500775559751821
1972-01,0.019981509399388645
1972-02,0.019981509399388645
1972-03,0.019981509399388645
1972-04,0.03835595989417902
1972-05,0.03835595989417902
1972-06,0.03835595989417902
1972-07,0.0016564012672273772
1972-08,0.0016564012672273772
1972-09,0.0016564012672273772
1972-10,0.015528827150036704
1972-11,0.015528827150036704
1972-12,0.015528827150036704
1973-01,0.05454025804344276
1973-02,0.05454025804344276
1973-03,0.05454025804344276
1973-04,0.0334009552257879
1973-05,0.0334009552257879
1973-06,0.0334009552257879
1973-07,0.049152297466525385
1973-08,0.049152297466525385
1973-09,0.049152297466525385
1973-10,0.06407282663955262
1973-11,0.06407282663955262
1973-12,0.06407282663955262
1974-01,0.03746350831274828
1974-02,0.03746350831274828
1974-03,0.03746350831274828
1974-04,0.01450675487680465
1974-05,0.01450675487680465
1974-06,0.01450675487680465
1974-07,0.016335743525000956
1974-08,0.016335743525000956
1974-09,0.016335743525000956
1974-10,-0.007427923018349583
1974-11,-0.007427923018349583
1974-12,-0.007427923018349583
1975-01,-0.0036872000417982193
1975-02,-0.0036872000417982193
1975-03,-0.0036872000417982193
1975-04,0.049022968803565305
1975-05,0.049022968803565305
1975-06,0.049022968803565305
1975-07,0.02530301889633366
1975-08,0.02530301889633366
1975-09,0.02530301889633366
1975-10,0.008814747403334863
1975-11,0.008814747403334863
1975-12,0.008814747403334863
1976-01,0.04924971719245147
1976-02,0.04924971719245147
1976-03,0.04924971719245147
1976-04,0.02029048656499637
1976-05,0.02029048656499637
1976-06,0.02029048656499637
1976-07,0.03994390231366243
1976-08,0.03994390231366243
1976-09,0.03994390231366243
1976-10,0.06508562524696006
1976-11,0.06508562524696006
1976-12,0.06508562524696006
1977-01,0.014479818930863862
1977-02,0.014479818930863862
1977-03,0.014479818930863862
1977-04,0.02565945876692243
1977-05,0.02565945876692243
1977-06,0.02565945876692243
1977-07,0.013083293911643637
1977-08,0.013083293911643637
1977-09,0.013083293911643637
1977-10,0.0011549688158419722
1977-11,0.0011549688158419722
1977-12,0.0011549688158419722
1978-01,0.013752331350951896
1978-02,0.013752331350951896
1978-03,0.013752331350951896
1978-04,0.007814072269758984
1978-05,0.007814072269758984
1978-06,0.007814072269758984
1978-07,0.027522232444035573
1978-08,0.027522232444035573
1978-09,0.027522232444035573
1978-10,0.039342497168347014
1978-11,0.039342497168347014
1978-12,0.039342497168347014
1979-01,0.06032394004401586
1979-02,0.06032394004401586
1979-03,0.06032394004401586
1979-04,0.034794284730590465
1979-05,0.034794284730590465
1979-06,0.034794284730590465
1979-07,0.028799522494963814
1979-08,0.028799522494963814
1979-09,0.028799522494963814
1979-10,0.0400328281299402
1979-11,0.0400328281299402
1979-12,0.0400328281299402
1980-01,0.016820753234508407
1980-02,0.016820753234508407
1980-03,0.016820753234508407
1980-04,0.0360731444389731
1980-05,0.0360731444389731
1980-06,0.0360731444389731
1980-07,0.03198201464935818
1980-08,0.03198201464935818
1980-09,0.03198201464935818
1980-10,0.029850456650539443
1980-11,0.029850456650539443
1980-12,0.029850456650539443
1981-01,0.029253623701681296
1981-02,0.029253623701681296
1981-03,0.029253623701681296
1981-04,0.0424087502167644
1981-05,0.0424087502167644
1981-06,0.0424087502167644
1981-07,0.05785472433399348
1981-08,0.05785472433399348
1981-09,0.05785472433399348
1981-10,0.03573066028551869
1981-11,0.03573066028551869
1981-12,0.03573066028551869
1982-01,0.02341091091091091
1982-02,0.02341091091091091
1982-03,0.02341091091091091
1982-04,0.016783527005212504
1982-05,0.016783527005212504
1982-06,0.016783527005212504
1982-07,-0.00994045390310775
1982-08,-0.00994045390310775
1982-09,-0.00994045390310775
1982-10,-0.021696946176049677
1982-11,-0.021696946176049677
1982-12,-0.021696946176049677
1983-01,-0.02345612597963101
1983-02,-0.02345612597963101
1983-03,-0.02345612597963101
1983-04,-0.033946166058681664
1983-05,-0.033946166058681664
1983-06,-0.033946166058681664
1983-07,-0.00031718921556667074
1983-08,-0.00031718921556667074
1983-09,-0.00031718921556667074
1983-10,0.032765139775615196
1983-11,0.032765139775615196
1983-12,0.032765139775615196
1984-01,0.06912266424614229
1984-02,0.06912266424614229
1984-03,0.06912266424614229
1984-04,0.08351941991168206
1984-05,0.08351941991168206
1984-06,0.08351941991168206
1984-07,0.06350678512154642
1984-08,0.06350678512154642
1984-09,0.06350678512154642
1984-10,0.05299010899313391
1984-11,0.05299010899313391
1984-12,0.05299010899313391
1985-01,0.04207580202240217
1985-02,0.04207580202240217
1985-03,0.04207580202240217
1985-04,0.05299324414289767
1985-05,0.05299324414289767
1985-06,0.05299324414289767
1985-07,0.057476935787396155
1985-08,0.057476935787396155
1985-09,0.057476935787396155
1985-10,0.047524865342415
1985-11,0.047524865342415
1985-12,0.047524865342415
1986-01,0.03947789833289319
1986-02,0.03947789833289319
1986-03,0.03947789833289319
1986-04,0.015201244687810965
1986-05,0.015201244687810965
1986-06,0.015201244687810965
1986-07,0.004725631259698124
1986-08,0.004725631259698124
1986-09,0.004725631259698124
1986-10,0.024289515352344884
1986-11,0.024289515352344884
1986-12,0.024289515352344884
1987-01,0.027529878539884
1987-02,0.027529878539884
1987-03,0.027529878539884
1987-04,0.045760270337597074
1987-05,0.045760270337597074
1987-06,0.045760270337597074
1987-07,0.0617004617004617
1987-08,0.0617004617004617
1987-09,0.0617004617004617
1987-10,0.06552030045631538
1987-11,0.06552030045631538
1987-12,0.06552030045631538
1988-01,0.05968688845401174
1988-02,0.05968688845401174
1988-03,0.05968688845401174
1988-04,0.04383039542639352
1988-05,0.04383039542639352
1988-06,0.04383039542639352
1988-07,0.033721409280253904
1988-08,0.033721409280253904
1988-09,0.033721409280253904
1988-10,0.02916028935941091
1988-11,0.02916028935941091
1988-12,0.02916028935941091
1989-01,0.035360756163186687
1989-02,0.035360756163186687
1989-03,0.035360756163186687
1989-04,0.05660508403944992
1989-05,0.05660508403944992
1989-06,0.05660508403944992
1989-07,0.05652402812424658
1989-08,0.05652402812424658
1989-09,0.05652402812424658
1989-10,0.03735891101099646
1989-11,0.03735891101099646
1989-12,0.03735891101099646
1990-01,0.03525587238266023
1990-02,0.03525587238266023
1990-03,0.03525587238266023
1990-04,0.01488388690124048
1990-05,0.01488388690124048
1990-06,0.01488388690124048
1990-07,0.0010012620558937078
1990-08,0.0010012620558937078
1990-09,0.0010012620558937078
1990-10,0.009736529966097262
1990-11,0.009736529966097262
1990-12,0.009736529966097262
1991-01,-0.01154626379021277
1991-02,-0.01154626379021277
1991-03,-0.01154626379021277
1991-04,-0.01435101225063844
1991-05,-0.01435101225063844
1991-06,-0.01435101225063844
1991-07,-0.004331360726514813
1991-08,-0.004331360726514813
1991-09,-0.004331360726514813
1991-10,-0.009707390843881662
1991-11,-0.009707390843881662
1991-12,-0.009707390843881662
1992-01,0.011259435575693113
1992-02,0.011259435575693113
1992-03,0.011259435575693113
1992-04,0.020178361886881015
1992-05,0.020178361886881015
1992-06,0.020178361886881015
1992-07,0.02568068294916664
1992-08,0.02568068294916664
1992-09,0.02568068294916664
1992-10,0.04650489426884854
1992-11,0.04650489426884854
1992-12,0.04650489426884854
1993-01,0.045453703017273334
1993-02,0.045453703017273334
1993-03,0.045453703017273334
1993-04,0.04415939341795914
1993-05,0.04415939341795914
1993-06,0.04415939341795914
1993-07,0.035205845773977375
1993-08,0.035205845773977375
1993-09,0.035205845773977375
1993-10,0.032710655730389226
1993-11,0.032710655730389226
1993-12,0.032710655730389226
1994-01,0.04239609278743452
1994-02,0.04239609278743452
1994-03,0.04239609278743452
1994-04,0.048689782195843086
1994-05,0.048689782195843086
1994-06,0.048689782195843086
1994-07,0.0555015248397048
1994-08,0.0555015248397048
1994-09,0.0555015248397048
1994-10,0.04738220347771978
1994-11,0.04738220347771978
1994-12,0.04738220347771978
1995-01,0.03066326530612245
1995-02,0.03066326530612245
1995-03,0.03066326530612245
1995-04,0.02282801884057362
1995-05,0.02282801884057362
1995-06,0.02282801884057362
1995-07,0.037877998240559686
1995-08,0.037877998240559686
1995-09,0.037877998240559686
1995-10,0.026846163684447213
1995-11,0.026846163684447213
1995-12,0.026846163684447213
1996-01,0.0436240780159398
1996-02,0.0436240780159398
1996-03,0.0436240780159398
1996-04,0.045881772994289936
1996-05,0.045881772994289936
1996-06,0.045881772994289936
1996-07,0.030931893594286036
1996-08,0.030931893594286036
1996-09,0.030931893594286036
1996-10,0.040729163318440426
1996-11,0.040729163318440426
1996-12,0.040729163318440426
1997-01,0.030305905046504367
1997-02,0.030305905046504367
1997-03,0.030305905046504367
1997-04,0.05434821032289993
1997-05,0.05434821032289993
1997-06,0.05434821032289993
1997-07,0.0473242048988053
1997-08,0.0473242048988053
1997-09,0.0473242048988053
1997-10,0.0527555255284239
1997-11,0.0527555255284239
1997-12,0.0527555255284239
1998-01,0.05296676820612766
1998-02,0.05296676820612766
1998-03,0.05296676820612766
1998-04,0.03197037655158026
1998-05,0.03197037655158026
1998-06,0.03197037655158026
1998-07,0.05027178462603105
1998-08,0.05027178462603105
1998-09,0.05027178462603105
1998-10,0.05089295537056731
1998-11,0.05089295537056731
1998-12,0.05089295537056731
1999-01,0.05173795817241128
1999-02,0.05173795817241128
1999-03,0.05173795817241128
1999-04,0.0454122114808424
1999-05,0.0454122114808424
1999-06,0.0454122114808424
1999-07,0.03776953569189241
1999-08,0.03776953569189241
1999-09,0.03776953569189241
1999-10,0.03962759275285447
1999-11,0.03962759275285447
1999-12,0.03962759275285447
2000-01,0.03623640268828379
2000-02,0.03623640268828379
2000-03,0.03623640268828379
2000-04,0.04237943632207405
2000-05,0.04237943632207405
2000-06,0.04237943632207405
2000-07,0.033302270330052945
2000-08,0.033302270330052945
2000-09,0.033302270330052945
2000-10,0.012291725406479504
2000-11,0.012291725406479504
2000-12,0.012291725406479504
2001-01,0.018684808772399038
