Date,Argentina_GDP_Growth
2005-01,0.08361636024585474
2005-02,0.08361636024585474
2005-03,0.08361636024585474
2005-04,0.11956834140857922
2005-05,0.11956834140857922
2005-06,0.11956834140857922
2005-07,0.07346928189754176
2005-08,0.07346928189754176
2005-09,0.07346928189754176
2005-10,0.07883722712093824
2005-11,0.07883722712093824
2005-12,0.07883722712093824
2006-01,0.07601795126072734
2006-02,0.07601795126072734
2006-03,0.07601795126072734
2006-04,0.06616478194065638
2006-05,0.06616478194065638
2006-06,0.06616478194065638
2006-07,0.08853309817523465
2006-08,0.08853309817523465
2006-09,0.08853309817523465
2006-10,0.0907507061405001
2006-11,0.0907507061405001
2006-12,0.0907507061405001
2007-01,0.08847082631470311
2007-02,0.08847082631470311
2007-03,0.08847082631470311
2007-04,0.09745881038815964
2007-05,0.09745881038815964
2007-06,0.09745881038815964
2007-07,0.08257263166363911
2007-08,0.08257263166363911
2007-09,0.08257263166363911
2007-10,0.09189471121140178
2007-11,0.09189471121140178
2007-12,0.09189471121140178
2008-01,0.07730229023931451
2008-02,0.07730229023931451
2008-03,0.07730229023931451
2008-04,0.05989769953783044
2008-05,0.05989769953783044
2008-06,0.05989769953783044
2008-07,0.05413659949859389
2008-08,0.05413659949859389
2008-09,0.05413659949859389
2008-10,-0.025482165962366035
2008-11,-0.025482165962366035
2008-12,-0.025482165962366035
2009-01,-0.0693083139818645
2009-02,-0.0693083139818645
2009-03,-0.0693083139818645
2009-04,-0.09573955988231525
2009-05,-0.09573955988231525
2009-06,-0.09573955988231525
2009-07,-0.06678688731836228
2009-08,-0.06678688731836228
2009-09,-0.06678688731836228
2009-10,-0.002683497700223349
2009-11,-0.002683497700223349
2009-12,-0.002683497700223349
2010-01,0.06659617143435309
2010-02,0.06659617143435309
2010-03,0.06659617143435309
2010-04,0.13986775563169615
2010-05,0.13986775563169615
2010-06,0.13986775563169615
2010-07,0.10298139340103672
2010-08,0.10298139340103672
2010-09,0.10298139340103672
2010-10,0.09661468020078774
2010-11,0.09661468020078774
2010-12,0.09661468020078774
2011-01,0.08933244795125195
2011-02,0.08933244795125195
2011-03,0.08933244795125195
2011-04,0.05381559988710796
