Date,Italy_GDP_Growth
1997-01,0.0011273540078659886
1997-02,0.0011273540078659886
1997-03,0.0011273540078659886
1997-04,0.014811777317224394
1997-05,0.014811777317224394
1997-06,0.014811777317224394
1997-07,0.02086412321993041
1997-08,0.02086412321993041
1997-09,0.02086412321993041
1997-10,0.041744770206607024
1997-11,0.041744770206607024
1997-12,0.041744770206607024
1998-01,0.03078033334731098
1998-02,0.03078033334731098
1998-03,0.03078033334731098
1998-04,0.022873003180958314
1998-05,0.022873003180958314
1998-06,0.022873003180958314
1998-07,0.016915736212304123
1998-08,0.016915736212304123
1998-09,0.016915736212304123
1998-10,-0.005290211644558309
1998-11,-0.005290211644558309
1998-12,-0.005290211644558309
1999-01,0.008562153657412168
1999-02,0.008562153657412168
1999-03,0.008562153657412168
1999-04,0.006437287322681578
1999-05,0.006437287322681578
1999-06,0.006437287322681578
1999-07,0.014184649416936148
1999-08,0.014184649416936148
1999-09,0.014184649416936148
1999-10,0.0333277724315438
1999-11,0.0333277724315438
1999-12,0.0333277724315438
2000-01,0.03946965508281915
2000-02,0.03946965508281915
2000-03,0.03946965508281915
2000-04,0.042527531105097334
2000-05,0.042527531105097334
2000-06,0.042527531105097334
2000-07,0.040499878635411386
2000-08,0.040499878635411386
2000-09,0.040499878635411386
2000-10,0.04221591571203172
2000-11,0.04221591571203172
2000-12,0.04221591571203172
2001-01,0.034929310376159046
2001-02,0.034929310376159046
2001-03,0.034929310376159046
2001-04,0.025104199722833436
2001-05,0.025104199722833436
2001-06,0.025104199722833436
2001-07,0.013820921917226149
2001-08,0.013820921917226149
2001-09,0.013820921917226149
2001-10,-0.0035144323117073653
2001-11,-0.0035144323117073653
2001-12,-0.0035144323117073653
2002-01,-0.006461019922182559
2002-02,-0.006461019922182559
2002-03,-0.006461019922182559
2002-04,-0.00016988351754641492
2002-05,-0.00016988351754641492
2002-06,-0.00016988351754641492
2002-07,0.005766631844229701
2002-08,0.005766631844229701
2002-09,0.005766631844229701
2002-10,0.010919874435397202
2002-11,0.010919874435397202
2002-12,0.010919874435397202
2003-01,0.005637181486293282
2003-02,0.005637181486293282
2003-03,0.005637181486293282
2003-04,0.0010353291068389983
2003-05,0.0010353291068389983
2003-06,0.0010353291068389983
2003-07,-0.0014372735940374384
2003-08,-0.0014372735940374384
2003-09,-0.0014372735940374384
2003-10,0.0045197477547209925
2003-11,0.0045197477547209925
2003-12,0.0045197477547209925
2004-01,0.009914918034416131
2004-02,0.009914918034416131
2004-03,0.009914918034416131
2004-04,0.014328023681232312
2004-05,0.014328023681232312
