Date,equity_index_germany,equity_index_italy,equity_index_indonesia,equity_index_south_africa,equity_index_brazil,equity_index_canada,equity_index_mexico,equity_index_australia,equity_index_us,equity_index_argentina,equity_index_turkey,equity_index_china,equity_index_japan,equity_index_france,equity_index_russia,equity_index_uk,equity_index_south_korea,equity_index_india,equity_index_saudi_arabia,currency_saudi_arabia,currency_south_korea,currency_brazil,currency_russia,currency_japan,currency_uk,currency_canada,currency_south_africa,currency_eurozone,currency_australia,currency_mexico,currency_india,currency_china,currency_argentina,currency_indonesia,currency_turkey,commodity_natural_gas,commodity_lead,commodity_wti_crude_oil,commodity_zinc,commodity_gold,commodity_platinum,commodity_uls_diesel,commodity_silver,commodity_lean_hogs,commodity_soybean_meal,commodity_copper,commodity_unleaded_gas,commodity_orange_juice,commodity_live_cattle,commodity_kansas_wheat,commodity_soybean_oil,commodity_nickel,commodity_cotton,commodity_brent_crude,commodity_soybeans,commodity_aluminum,commodity_coffee,commodity_tin,commodity_gas_oil,commodity_wheat,commodity_sugar,commodity_corn,commodity_cocoa,commodity_feeder_cattle,government_bond_france,government_bond_mexico,government_bond_australia,government_bond_italy,government_bond_us,government_bond_canada,government_bond_china,government_bond_germany,government_bond_uk,government_bond_japan
1961-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13416915271287017,,1.3339605954718563,,0.16014747489558082,,,,,0.43363834788711014,,0.26703119764498795,0.16983971961788963,,,,,,,,,,,
1963-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1375339405122821,,1.3502577025616305,,0.15990164714876365,,,,,0.43898551313320994,,0.2646593104507478,0.1709351633147268,,,,,,,,,,,
1963-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14270375335257904,,1.3728833615106943,,0.15924980728453222,,,,,0.46461678072474405,,0.27365684945609836,0.16328640371733985,,,,,,,,,,,
1963-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14229521770467046,,1.4063666772222136,,0.15798135815547068,,,,,0.46668284540795646,,0.27226494990683753,0.16588380881525244,,,,,,,,,,,
1963-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1440123186388384,,1.2944631300057816,,0.15541507585493136,,,,,0.47008811071923007,,0.2655852821206965,0.1724332639700581,,,,,,,,,,,
1963-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13705600030303242,,1.234892093010866,,0.1530392171434233,,,,,0.43155782457578246,,0.26129927688420823,0.1666807275189846,,,,,,,,,,,
1963-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13981491140197141,,1.20837310383061,,0.15423485412320193,,,,,0.4318658863759044,,0.2563416752793922,0.16435764918028203,,,,,,,,,,,
1963-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12542231705939566,,1.1711149229962494,,0.14467779776584366,,,,,0.26830361563694377,,0.22321422952179898,0.16128693632154276,,,,,,,,,,,
1963-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12166401113244864,,1.1873674720792187,,0.14146440916276845,,,,,0.2572003320596948,,0.23159474239944064,0.14982978621396392,,,,,,,,,,,
1963-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11536266567413875,,1.2304483140664577,,0.13807569109000084,,,,,0.264852737537319,,0.22974141608965476,0.1473328242362052,,,,,,,,,,,
1963-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11533461158288712,,1.2166615066786404,,0.13818806497247563,,,,,0.2596723409016636,,0.23439770586984504,0.14796983000124744,,,,,,,,,,,
1964-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11495117857365043,,1.2420873841596056,,0.13695634849762375,,,,,0.2600252840792642,,0.23508416379662445,0.14452695563680693,,,,,,,,,,,
1964-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10850188115156996,,1.1711323295260296,,0.13073564725028664,,,,,0.22071578132135045,0.04229127906586329,0.2213703481715058,0.11402435023317255,,,,,,,,,,,
1964-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1209653026172487,,1.1502683854643627,,0.15839518574344,,,,,0.21309263442697463,0.04061400745351128,0.219832265592717,0.10465167711749662,,,,,,,,,,,
1964-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11521471070912954,,0.9811924939597788,,0.16596767645845656,,,,,0.22961485266843726,0.04002397838003811,0.23635176690482038,0.10254066650546391,,,,,,,,,,,
1964-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11751044386911967,,0.9326719265016853,,0.17744243005887025,,,,,0.22400337418201796,0.0405941066995276,0.24742857466655324,0.10462556315407139,,,,,,,,,,,
1964-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12110349231241453,,0.889568072455034,,0.19149092014830282,,,,,0.2339120490530431,0.0399017797637979,0.24500825508098156,0.10529921408575445,,,,,,,,,,,
1964-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12324757061942787,,0.8935165555311915,,0.19920459314748773,,,,,0.22598294750106673,0.04013901105065679,0.24675019134434922,0.10443578719696617,,,,,,,,,,,
1964-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12111744989747723,,0.8945315091201852,,0.1880874624442165,,,,,0.2218458337842869,0.04181856249417358,0.23676390820126114,0.10498427308137064,,,,,,,,,,,
1964-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11227492427597457,,0.8726308732728355,,0.18060054332895306,,,,,0.22282976045907152,0.04310192604224179,0.24275060720810604,0.10393351337932763,,,,,,,,,,,
1964-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12673994824033433,,0.009522222521596225,,0.2003796217030445,,,,,0.22814443002579737,0.04360758344611542,0.3254440539439272,0.10240156116741093,,,,,,,,,,,
1964-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10670745278145115,,0.9077301049177259,,0.18019072457584412,,,,,0.21677316466505378,0.044984488196213986,0.25048653680551736,0.10945996034269809,,,,,,,,,,,
1964-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10285109027499581,,0.8443069845285331,,0.17421104023736547,,,,,0.2096460557617901,0.042763707402338834,0.25177166658239,0.10875281050239842,,,,,,,,,,,
1965-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09789660218299431,,0.9192283558736035,,0.16679572908346643,,,,,0.20963682124854624,0.04393851576626891,0.25896678026708075,0.12546674736921656,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09933535469243496,,0.9066371534077553,,0.16645696427016052,,,,,0.21220570815061082,0.045720457334914345,0.27485138239192386,0.11706614661079524,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1146694276274508,,0.012859409493501107,,0.17917962841704851,,,,,0.2265845714551579,0.04463137896099668,0.3481068519341872,0.11829870294216502,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11145280473658829,,0.021149943388621237,,0.1737162111040276,,,,,0.22837262763542268,0.04465830955843014,0.37620597176293896,0.12389258338140853,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09345427692544438,,0.9216366360937385,,0.1566425295619053,,,,,0.21535205771510627,0.042667480222041775,0.3131153993784085,0.1133362249345921,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09859358976741751,,0.9189790486035505,,0.15633439051402237,,,,,0.21398399605766852,0.04276282922501444,0.31513561858857636,0.11325292861051534,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10039939884893216,,0.9266544453367317,,0.15728853771547238,,,,,0.21974511370981675,0.04199576776335804,0.324002102783679,0.11170066362476716,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09942496452622868,,0.9145936867892811,,0.1602150406478204,,,,,0.21531713204079578,0.042199585093405066,0.34485142219335524,0.10975684480177679,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10160073719731094,,0.9580059295067381,,0.1583531439068976,,,,,0.2210569186073468,0.03806192130101066,0.3717294615677902,0.10357159905575646,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1010452378934235,,0.9647244968399069,,0.15747723890628917,,,,,0.23305046029777524,0.03828926158512091,0.36877275592645037,0.10284823981472917,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11066038043795122,,1.4369384832686683e-20,,0.17048592117753947,,,,,0.25800925924513285,0.041199826560804696,0.39090229562970413,0.08901577496972755,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11002484718236605,,5.318200492151541e-18,,0.16919107280177414,,,,,0.2507923177788684,0.04136101585006613,0.38176843721891224,0.08636941816293393,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10736484572130274,,1.646021727719735e-17,,0.1641368204547826,,,,,0.2562380171666086,0.040962587453827616,0.37424712937890353,0.0882017233828931,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10936411258070956,,7.659582274505856e-18,,0.1752142570426808,,,,,0.24574783036780087,0.04216689047415726,0.3638705378414886,0.09875984370291843,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10989508155508995,,1.0129376231950649e-17,,0.17503813754210357,,,,,0.24141192705068157,0.042123473206256465,0.36503591805534424,0.09883806467400508,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10955215377667543,,0.0,,0.16711302002206316,,,,,0.23383007214265178,0.04223013720331321,0.3680247476905854,0.09730150470481724,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10744862129325874,,9.409534395964122e-17,,0.16573344132853568,,,,,0.23120110888804177,0.04518182792521226,0.36768753452211445,0.10153116585277001,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10232512163095539,,0.6731143001466663,,0.13425471723506718,,,,,0.17138827807084892,0.0469983204232569,0.28277773425978736,0.1022796073767108,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10029348200865941,,0.6652004234573484,,0.13538867642036334,,,,,0.17232451739153087,0.046435585435176736,0.27332968877495345,0.09720861311848894,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10542831343205522,,0.6644496751332987,,0.13673235303681963,,,,,0.1814636812052661,0.047745883928713734,0.2963954746636253,0.09332080017057562,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09783770004180023,,0.6154154082273525,,0.12844574569673056,,,,,0.1571143741168659,0.050137851191745124,0.26743717928330146,0.09602754699844827,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10340292250458574,,0.622469303349977,,0.1322256410233298,,,,,0.19877293750464725,0.06262816208591347,0.3130982809211994,0.09142017421360865,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11059823904429011,,0.6006323591817418,,0.13535963742928014,,,,,0.20587964580217466,0.07898669602888611,0.2791059782249082,0.09449786682059488,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1252579498913105,,0.5991866808291054,,0.1417218287224095,,,,,0.19749372354784547,0.0782576861157403,0.2745124139503439,0.09882154902264097,,,,,,,,,,,
1967-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12349568840634298,,0.595967476735165,,0.14328103374004728,,,,,0.19557780688478357,0.08108073127931707,0.2718848297408713,0.09959728711435563,,,,,,,,,,,
1967-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12854958563925056,,0.5754540477589525,,0.1519567311776538,,,,,0.18045005721237783,0.07712553090624193,0.2725762871955205,0.10461141029193703,,,,,,,,,,,
1967-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12989097399797528,,0.2830879623330815,,0.16079599944939038,,,,,0.19426198966220345,0.07551375546772975,0.285371510774873,0.10465718416107862,,,,,,,,,,,
1967-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1317327752565241,,0.2766346041969362,,0.16400029281891795,,,,,0.19143442886180925,0.08354852498146093,0.26168660248222086,0.1029519627681995,,,,,,,,,,,
1967-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13434544418308111,,0.26011414114294124,,0.1625588225209326,,,,,0.1882770995677357,0.08059991675372426,0.2568178180152414,0.10048823179695152,,,,,,,,,,,
1967-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11916850505249435,,0.27067060533453496,,0.16178302034031,,,,,0.1602400565585201,0.07287134570135763,0.23638869432930387,0.09774389800055973,,,,,,,,,,,
1967-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11887091746573686,,0.2732474948777636,,0.16078081580922246,,,,,0.16145941231596148,0.07263026715448358,0.2289886490626079,0.09792301149805646,,,,,,,,,,,
1967-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11699544863444268,,0.2750419061843825,,0.16302529865187518,,,,,0.16182229768950093,0.07300378667914079,0.23099398005595262,0.09881331401327573,,,,,,,,,,,
1967-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11704237972816353,,0.27366439337949,,0.16796412207558023,,,,,0.16171278347707624,0.07211253567700601,0.23987707847297768,0.09908234552431455,,,,,,,,,,,
1967-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12499042160801353,,0.2622814025209893,,0.17240044991536846,,,,,0.1621155345514316,0.07010237972269942,0.23358166796328367,0.0994174906272749,,,,,,,,,,,
1967-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12740353286537223,,0.2579940028351513,,0.17166933717857716,,,,,0.1645162286104398,0.07039782953104054,0.23241721324221945,0.09914218671342406,,,,,,,,,,,
1967-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13318963719954585,,0.2451157174333703,,0.17602868602671734,,,,,0.16266388183408928,0.0697878588438599,0.23838865669098444,0.09828263810268972,,,,,,,,,,,
1968-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16000951724454035,,0.24094998022747097,,0.1988524630788288,,,,,0.17689809857750663,0.0,0.24395806314500562,0.11499149217579246,,,,,,,,,,,
1968-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.066004982374979e-18,,0.14636798608647575,,0.23801700753890268,,0.18660494535617925,,,,,0.16631781615713706,0.0694163380599715,0.23323299754805754,0.094720493098712,,,,,,,,,,,
1968-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.950485526600687e-18,,0.1418879034037767,,0.22652773980906127,,0.18656688055841053,,,,,0.16676477529306777,0.06692065346006855,0.23132136924336988,0.10330180438761159,,,,,,,,,,,
1968-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13418833113256e-18,,0.143162702681037,,0.22612851587865404,,0.1888681743740581,,,,,0.15758302410163258,0.06680124153739705,0.21624791536192045,0.10412515708992806,,,,,,,,,,,
1968-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.1467723986908922,,0.2273760591664413,,0.19409469838203383,,,,,0.158373082599513,0.06665355718573103,0.21341947419990556,0.10327435650225053,,,,,,,,,,,
1968-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35379105018970614,,0.12839622653594965,,0.22742712763403056,,0.19593491528692095,,,,,0.1318119043495003,0.0706186545293726,0.19511113255857432,0.09783560209889537,,,,,,,,,,,
1968-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35467410638778235,,0.12551422004458823,,0.22749750321689108,,0.19163761558430026,,,,,0.12982384788483023,0.07138149607525246,0.18696504475008355,0.10342207008334166,,,,,,,,,,,
1968-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3560299685606286,,0.12489123957829024,,0.2273635698506931,,0.1922367328910133,,,,,0.12648004267597057,0.07036740101900774,0.18667231416508376,0.10562961400664111,,,,,,,,,,,
1968-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.14215825573344926,,0.22467779408872343,,0.1961996979165106,,,,,0.1409121115434254,0.06779978011431628,0.19741525906486224,0.12348209111797384,,,,,,,,,,,
1968-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31919904016117373,,0.12040683303683658,,0.22521518771388183,,0.18759533381236412,,,,,0.11692746343997214,0.06073314339515722,0.14271950740113537,0.10445639103897507,,,,,,,,,,,
1968-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29611345515643805,,0.11316092006446907,,0.22490243831716408,,0.18928040672958188,,,,,0.11656247456653221,0.05831266346299901,0.1345126720408752,0.10246306966297823,,,,,,,,,,,
1968-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3036429613232258,,0.12210827062005349,,0.22135504342617152,,0.19510579421378188,,,,,0.1126546518012249,0.05712237546767758,0.1389590245849203,0.1279004099260252,,,,,,,,,,,
