Date,Live Cattle
1965-02,0.023399999999999997
1965-03,0.0192
1965-04,0.06280000000000001
1965-05,0.07719999999999999
1965-06,-0.013500000000000002
1965-07,-0.0158
1965-08,0.020099999999999996
1965-09,-0.0008
1965-10,0.0132
1965-11,0.031
1965-12,0.0302
1966-01,0.0288
1966-02,0.0453
1966-03,-0.0387
1966-04,-0.039
1966-05,0.0104
1966-06,-0.034300000000000004
1966-07,0.0167
1966-08,0.016
1966-09,-0.0068000000000000005
1966-10,-0.055999999999999994
1966-11,0.0034999999999999996
1966-12,-0.0091
1967-01,-0.0638
1967-02,-0.0024
1967-03,0.0068000000000000005
1967-04,-0.005699999999999999
1967-05,0.055099999999999996
1967-06,-0.0178
1967-07,-0.0076
1967-08,0.0174
1967-09,-0.0315
1967-10,-0.0337
1967-11,0.0007000000000000001
1967-12,0.0149
1968-01,0.0392
1968-02,0.054000000000000006
1968-03,0.0049
1968-04,0.0191
1968-05,-0.0034999999999999996
1968-06,0.044500000000000005
1968-07,-0.0059
1968-08,0.0015
1968-09,0.015300000000000001
1968-10,0.034300000000000004
1968-11,0.042699999999999995
1968-12,0.0349
1969-01,0.0219
1969-02,0.055
1969-03,0.022000000000000002
1969-04,0.078
1969-05,0.084
1969-06,-0.0098
1969-07,-0.0703
1969-08,0.0146
1969-09,0.0141
1969-10,0.0088
1969-11,0.0292
1969-12,0.002
1970-01,0.032400000000000005
1970-02,0.026099999999999998
1970-03,0.035699999999999996
1970-04,-0.0424
1970-05,-0.0265
1970-06,0.0737
1970-07,-0.023700000000000002
1970-08,-0.0013
1970-09,0.0172
1970-10,-0.0225
1970-11,-0.0159
1970-12,0.0265
1971-01,0.1112
1971-02,-0.0151
1971-03,0.0441
1971-04,0.0181
1971-05,0.0311
1971-06,-0.0212
1971-07,0.0814
1971-08,0.018799999999999997
1971-09,0.0105
1971-10,0.0302
1971-11,0.049100000000000005
1971-12,0.024399999999999998
1972-01,0.0667
1972-02,0.0004
1972-03,-0.0002
1972-04,0.050499999999999996
1972-05,0.0555
1972-06,0.0489
1972-07,-0.0507
1972-08,0.0049
1972-09,0.06849999999999999
1972-10,-0.0329
1972-11,0.0046
1972-12,0.0786
1973-01,0.0766
1973-02,0.0425
1973-03,-0.013000000000000001
1973-04,0.01
1973-05,0.07769999999999999
1973-06,0.017
1973-07,0.1941
1973-08,-0.1267
1973-09,-0.12480000000000001
1973-10,-0.0098
1973-11,-0.059800000000000006
1973-12,0.07919999999999999
1974-01,0.0683
1974-02,-0.1565
1974-03,-0.0417
1974-04,-0.030299999999999997
1974-05,-0.1595
1974-06,0.1495
1974-07,0.2268
1974-08,-0.19269999999999998
1974-09,0.0958
1974-10,-0.047599999999999996
1974-11,-0.044000000000000004
1974-12,-0.0361
1975-01,-0.0916
1975-02,-0.0169
1975-03,0.16920000000000002
1975-04,0.10679999999999999
1975-05,0.1121
1975-06,0.0475
1975-07,-0.0824
1975-08,0.1375
1975-09,0.0587
1975-10,-0.0855
1975-11,0.09050000000000001
1975-12,-0.0294
1976-01,-0.0983
1976-02,-0.0002
1976-03,0.0684
1976-04,0.0706
1976-05,-0.0215
1976-06,-0.1061
1976-07,-0.08449999999999999
1976-08,-0.0045000000000000005
1976-09,-0.10310000000000001
1976-10,0.066
1976-11,0.0398
1976-12,-0.0062
1977-01,-0.045599999999999995
1977-02,-0.0418
1977-03,0.053399999999999996
1977-04,0.1048
1977-05,-0.0394
1977-06,-0.027999999999999997
1977-07,-0.0454
1977-08,0.022799999999999997
1977-09,0.0694
1977-10,0.0103
1977-11,0.034
1977-12,0.0654
1978-01,0.0447
1978-02,0.0603
1978-03,0.10369999999999999
1978-04,0.0687
1978-05,0.1225
1978-06,-0.1206
1978-07,0.0461
1978-08,0.015700000000000002
1978-09,0.0392
1978-10,-0.0397
1978-11,0.0638
1978-12,0.028399999999999998
1979-01,0.1058
1979-02,0.0738
1979-03,0.029500000000000002
1979-04,0.1072
1979-05,-0.0817
1979-06,-0.0348
1979-07,-0.0783
1979-08,0.1618
1979-09,0.0509
1979-10,-0.0679
1979-11,0.0478
1979-12,-0.0163
1980-01,-0.0416
1980-02,-0.0002
1980-03,-0.0917
1980-04,0.0311
1980-05,0.0167
1980-06,0.0572
1980-07,0.0699
1980-08,-0.0191
1980-09,-0.0102
1980-10,0.0144
1980-11,-0.0106
1980-12,-0.0298
1981-01,-0.0635
1981-02,-0.003
1981-03,0.011399999999999999
1981-04,0.0354
1981-05,-0.0031
1981-06,0.0015
1981-07,0.0388
1981-08,0.0441
1981-09,-0.0089
1981-10,-0.0194
1981-11,-0.0275
1981-12,-0.1152
1982-01,0.1664
1982-02,0.052300000000000006
1982-03,0.078
1982-04,0.0588
1982-05,0.0622
1982-06,-0.0603
1982-07,0.041100000000000005
1982-08,-0.0044
1982-09,-0.042300000000000004
1982-10,0.0148
1982-11,0.013500000000000002
1982-12,0.0070999999999999995
1983-01,0.034300000000000004
1983-02,0.0759
1983-03,0.079
1983-04,-0.0438
1983-05,-0.0148
1983-06,-0.0103
1983-07,0.0495
1983-08,-0.0663
1983-09,0.08349999999999999
1983-10,-0.0144
1983-11,0.06709999999999999
1983-12,0.0895
1984-01,-0.008100000000000001
1984-02,0.0725
1984-03,0.0232
1984-04,-0.0286
1984-05,-0.0068000000000000005
1984-06,0.0424
1984-07,-0.019799999999999998
1984-08,0.042
1984-09,-0.0183
1984-10,0.0161
1984-11,0.0525
1984-12,0.009399999999999999
1985-01,-0.0003
1985-02,-0.0383
1985-03,0.0
1985-04,-0.060899999999999996
1985-05,-0.012
1985-06,-0.0668
1985-07,-0.06
1985-08,0.0092
1985-09,0.0513
1985-10,0.0783
1985-11,0.046
1985-12,-0.054299999999999994
1986-01,-0.0138
1986-02,-0.003
1986-03,-0.0458
1986-04,-0.013000000000000001
1986-05,-0.042800000000000005
1986-06,0.1091
1986-07,0.056799999999999996
1986-08,0.0509
1986-09,-0.031200000000000002
1986-10,0.06480000000000001
1986-11,0.046900000000000004
1986-12,-0.056900000000000006
1987-01,0.138
1987-02,0.0374
1987-03,0.0304
1987-04,0.0647
1987-05,0.0197
1987-06,0.0196
1987-07,0.0123
1987-08,0.0576
1987-09,0.0085
1987-10,-0.0579
1987-11,0.0463
1987-12,0.0278
1988-01,0.056600000000000004
1988-02,0.059800000000000006
1988-03,0.038
1988-04,0.0052
1988-05,0.0223
1988-06,-0.042300000000000004
1988-07,0.053099999999999994
1988-08,0.0455
1988-09,0.0147
1988-10,0.0118
1988-11,-0.0169
1988-12,0.0252
1989-01,0.0194
1989-02,0.0281
1989-03,-0.0166
1989-04,-0.0148
1989-05,-0.0012
1989-06,0.055
1989-07,0.0359
1989-08,-0.0167
1989-09,-0.0025
1989-10,0.0086
1989-11,0.0053
1989-12,0.0507
1990-01,0.0025
1990-02,-0.0015
1990-03,0.042300000000000004
1990-04,0.0075
1990-05,0.0368
1990-06,0.006
1990-07,0.0621
1990-08,-0.0273
1990-09,0.0331
