Date,Corn
1960-02,-0.0034000000000000002
1960-03,0.0278
1960-04,-0.0052
1960-05,0.0060999999999999995
1960-06,-0.031400000000000004
1960-07,0.0019
1960-08,-0.0138
1960-09,-0.006999999999999999
1960-10,-0.0129
1960-11,-0.0334
1960-12,0.0077
1961-01,0.0559
1961-02,-0.0060999999999999995
1961-03,-0.07730000000000001
1961-04,0.0336
1961-05,0.001
1961-06,-0.0203
1961-07,-0.0291
1961-08,-0.0286
1961-09,-0.0356
1961-10,-0.0025
1961-11,0.0039000000000000003
1961-12,-0.0167
1962-01,-0.0258
1962-02,-0.0202
1962-03,0.053899999999999997
1962-04,-0.0213
1962-05,-0.0031
1962-06,-0.029300000000000003
1962-07,-0.0417
1962-08,-0.0167
1962-09,0.0045000000000000005
1962-10,0.0014000000000000002
1962-11,0.005
1962-12,0.024
1963-01,0.021400000000000002
1963-02,0.0317
1963-03,-0.0176
1963-04,0.006999999999999999
1963-05,0.0405
1963-06,0.0277
1963-07,-0.023399999999999997
1963-08,0.0273
1963-09,0.0616
1963-10,-0.022099999999999998
1963-11,-0.0014000000000000002
1963-12,0.0021
1964-01,0.0040999999999999995
1964-02,-0.0089
1964-03,0.0063
1964-04,0.0231
1964-05,-0.0123
1964-06,0.0048
1964-07,-0.0209
1964-08,0.0472
1964-09,0.0009
1964-10,-0.0095
1964-11,0.0373
1964-12,-0.0045000000000000005
1965-01,0.008100000000000001
1965-02,0.0083
1965-03,0.0268
1965-04,0.0060999999999999995
1965-05,-0.0137
1965-06,0.0044
1965-07,-0.0155
1965-08,-0.022799999999999997
1965-09,-0.0126
1965-10,-0.013999999999999999
1965-11,0.0351
1965-12,0.0252
1966-01,0.0332
1966-02,-0.035699999999999996
1966-03,0.001
1966-04,0.015600000000000001
1966-05,0.0022
1966-06,0.0817
1966-07,0.036000000000000004
1966-08,0.0254
1966-09,-0.0447
1966-10,0.0011
1966-11,0.0218
1966-12,-0.0208
1967-01,-0.0134
1967-02,0.0062
1967-03,-0.0086
1967-04,-0.07919999999999999
1967-05,0.0212
1967-06,-0.0444
1967-07,-0.0519
1967-08,-0.0313
1967-09,-0.0347
1967-10,0.011899999999999999
1967-11,-0.0062
1967-12,0.009399999999999999
1968-01,0.01
1968-02,-0.0076
1968-03,-0.001
1968-04,-0.060899999999999996
1968-05,0.0049
1968-06,-0.0393
1968-07,-0.056900000000000006
1968-08,-0.016200000000000003
1968-09,-0.0161
1968-10,0.0962
1968-11,0.056600000000000004
1968-12,-0.0125
1969-01,-0.0021
1969-02,-0.0163
1969-03,-0.0091
1969-04,0.0797
1969-05,0.009899999999999999
1969-06,0.0007000000000000001
1969-07,-0.019
1969-08,0.0178
1969-09,-0.010700000000000001
1969-10,0.0279
1969-11,0.0034999999999999996
1969-12,-0.0021
1970-01,0.0005
1970-02,0.0178
1970-03,0.004
1970-04,0.0507
1970-05,0.006500000000000001
1970-06,0.0797
1970-07,-0.0437
1970-08,0.2045
1970-09,-0.025699999999999997
1970-10,-0.0194
1970-11,0.008
1970-12,0.025699999999999997
1971-01,-0.0068000000000000005
1971-02,-0.0213
1971-03,-0.0388
1971-04,-0.0138
1971-05,0.0405
1971-06,0.013300000000000001
1971-07,-0.11410000000000001
1971-08,-0.0855
1971-09,-0.0447
1971-10,0.0292
1971-11,0.0029
1971-12,0.0338
1972-01,-0.0182
1972-02,-0.022400000000000003
1972-03,0.0279
1972-04,-0.0087
1972-05,-0.0085
1972-06,-0.022400000000000003
1972-07,0.0318
1972-08,0.0555
1972-09,0.0495
1972-10,-0.0217
1972-11,0.0176
1972-12,0.0817
1973-01,0.0471
1973-02,0.025
1973-03,-0.0155
1973-04,0.0786
1973-05,0.3326
1973-06,-0.038900000000000004
1973-07,0.45380000000000004
1973-08,-0.0764
1973-09,0.0209
1973-10,-0.0471
1973-11,0.0983
1973-12,0.0226
1974-01,0.1313
1974-02,0.060700000000000004
1974-03,-0.1346
1974-04,0.0009
1974-05,-0.0397
1974-06,0.16829999999999998
1974-07,0.3179
1974-08,-0.07519999999999999
1974-09,0.1448
1974-10,-0.014499999999999999
1974-11,-0.028999999999999998
1974-12,-0.0808
1975-01,-0.084
1975-02,-0.1612
1975-03,0.1426
1975-04,-0.038
1975-05,-0.0483
1975-06,0.0115
1975-07,0.1586
1975-08,0.0866
1975-09,0.0075
1975-10,-0.0793
1975-11,-0.0154
1975-12,-0.0588
1976-01,0.0176
1976-02,0.0321
1976-03,-0.039599999999999996
1976-04,0.0196
1976-05,0.0635
1976-06,0.0167
1976-07,-0.0132
1976-08,0.0274
1976-09,-0.0415
1976-10,-0.050499999999999996
1976-11,-0.042300000000000004
1976-12,0.0349
1977-01,-0.0086
1977-02,0.013600000000000001
1977-03,-0.0353
1977-04,-0.0147
1977-05,-0.0075
1977-06,-0.1002
1977-07,-0.1359
1977-08,-0.049699999999999994
1977-09,0.0638
1977-10,0.059800000000000006
1977-11,0.0375
1977-12,-0.0169
1978-01,0.017
1978-02,-0.0015
1978-03,0.1276
1978-04,-0.0209
1978-05,0.0987
1978-06,-0.06709999999999999
1978-07,-0.08779999999999999
1978-08,-0.0475
1978-09,0.024399999999999998
1978-10,0.0429
1978-11,-0.015300000000000001
1978-12,-0.02
1979-01,0.0196
1979-02,0.019799999999999998
1979-03,0.0274
1979-04,0.04650000000000001
1979-05,0.0169
1979-06,0.1008
1979-07,-0.052300000000000006
1979-08,0.0397
1979-09,-0.0069
1979-10,-0.0537
1979-11,0.0463
1979-12,0.0036
1980-01,-0.0401
1980-02,-0.0301
1980-03,-0.0526
1980-04,0.0447
1980-05,0.0012
1980-06,0.0259
1980-07,0.1611
1980-08,0.076
1980-09,-0.0154
1980-10,0.0816
1980-11,0.0701
1980-12,-0.0625
1981-01,-0.0479
1981-02,0.0217
1981-03,-0.0014000000000000002
1981-04,-0.0116
1981-05,-0.0302
1981-06,-0.0504
1981-07,0.024900000000000002
1981-08,-0.0965
1981-09,-0.047599999999999996
1981-10,0.009899999999999999
1981-11,-0.0742
1981-12,-0.025699999999999997
1982-01,0.023
1982-02,-0.044199999999999996
1982-03,0.0276
1982-04,0.0171
1982-05,-0.03
1982-06,-0.023799999999999998
1982-07,-0.0641
1982-08,-0.0834
1982-09,-0.026099999999999998
1982-10,-0.024300000000000002
1982-11,0.0802
1982-12,0.022400000000000003
1983-01,0.1016
1983-02,0.0241
1983-03,0.1189
1983-04,0.0076
1983-05,-0.0361
1983-06,0.0473
1983-07,0.08539999999999999
1983-08,0.1303
1983-09,-0.005600000000000001
1983-10,-0.0215
1983-11,-0.004
1983-12,-0.0027
1984-01,-0.0158
1984-02,0.005
1984-03,0.0717
1984-04,-0.014499999999999999
1984-05,0.033
1984-06,0.0225
1984-07,-0.096
1984-08,0.015
1984-09,-0.0095
1984-10,-0.0052
1984-11,-0.004699999999999999
1984-12,-0.0254
1985-01,0.0189
1985-02,-0.0255
1985-03,0.0441
1985-04,-0.0013
1985-05,-0.012199999999999999
1985-06,-0.011000000000000001
1985-07,-0.08990000000000001
1985-08,-0.0276
1985-09,0.0338
1985-10,0.0421
1985-11,0.0245
1985-12,0.025
1986-01,-0.0111
1986-02,-0.0649
1986-03,0.0401
1986-04,0.0301
1986-05,0.0235
1986-06,-0.0862
1986-07,-0.0973
1986-08,-0.0315
1986-09,0.0746
1986-10,-0.0154
1986-11,-0.0209
1986-12,-0.0953
1987-01,-0.0143
1987-02,-0.0582
1987-03,0.0622
1987-04,0.1165
1987-05,0.029300000000000003
1987-06,-0.024
1987-07,-0.11900000000000001
1987-08,-0.0466
1987-09,0.08529999999999999
1987-10,0.0042
1987-11,0.0681
1987-12,-0.055
1988-01,0.07
1988-02,0.0391
1988-03,0.0073
1988-04,-0.022799999999999997
1988-05,0.0675
1988-06,0.4654
1988-07,-0.1813
1988-08,0.0567
1988-09,-0.0304
1988-10,-0.0059
1988-11,-0.0574
1988-12,0.058899999999999994
1989-01,-0.027000000000000003
1989-02,-0.0040999999999999995
1989-03,-0.0285
1989-04,0.009899999999999999
1989-05,-0.0285
1989-06,0.048
1989-07,-0.1231
1989-08,0.0636
1989-09,-0.0096
1989-10,0.0263
1989-11,0.009000000000000001
1989-12,-0.0021
1990-01,0.0008
1990-02,0.0447
1990-03,0.0384
1990-04,0.08439999999999999
1990-05,-0.011000000000000001
1990-06,0.059699999999999996
1990-07,-0.09480000000000001
1990-08,-0.0801
1990-09,-0.0168
1990-10,0.012199999999999999
1990-11,0.0
1990-12,-0.0194
1991-01,0.059699999999999996
1991-02,-0.0034999999999999996
1991-03,0.011699999999999999
1991-04,-0.0174
1991-05,-0.0279
1991-06,-0.0915
1991-07,0.1577
1991-08,-0.0254
1991-09,-0.0171
1991-10,0.011399999999999999
1991-11,-0.0473
1991-12,0.0199
1992-01,0.0542
1992-02,0.0097
1992-03,-0.030299999999999997
1992-04,-0.0722
1992-05,0.0431
1992-06,-0.0321
1992-07,-0.1278
1992-08,-0.0252
1992-09,-0.0067
1992-10,-0.0349
1992-11,0.024
1992-12,-0.019799999999999998
1993-01,-0.0068000000000000005
1993-02,-0.0115
1993-03,0.053
1993-04,-0.0125
1993-05,-0.0322
1993-06,-0.0013
1993-07,0.0321
1993-08,-0.0154
1993-09,0.0331
1993-10,0.0556
1993-11,0.08039999999999999
1993-12,0.0753
1994-01,-0.0496
1994-02,-0.004699999999999999
1994-03,-0.061900000000000004
1994-04,-0.019799999999999998
1994-05,0.0285
1994-06,-0.1025
1994-07,-0.10220000000000001
1994-08,0.0064
1994-09,-0.0277
1994-10,0.0042
1994-11,-0.0137
1994-12,0.0408
1995-01,-0.0014000000000000002
1995-02,0.0253
1995-03,0.0382
1995-04,-0.001
1995-05,0.047599999999999996
1995-06,0.0239
1995-07,0.0183
1995-08,0.0467
1995-09,0.0658
1995-10,0.0716
1995-11,-0.0011
1995-12,0.09789999999999999
1996-01,0.004
1996-02,0.047400000000000005
1996-03,0.054900000000000004
1996-04,0.1435
1996-05,0.0604
1996-06,-0.015
1996-07,-0.1051
1996-08,0.0559
1996-09,-0.1329
1996-10,-0.0998
1996-11,0.012
1996-12,-0.042800000000000005
1997-01,0.051
1997-02,0.10099999999999999
1997-03,0.0546
1997-04,-0.0564
1997-05,-0.0728
1997-06,-0.0735
1997-07,0.1204
1997-08,0.0044
1997-09,-0.0384
1997-10,0.08990000000000001
1997-11,-0.027000000000000003
1997-12,-0.0516
1998-01,0.0345
1998-02,-0.0378
1998-03,-0.0373
1998-04,-0.0536
1998-05,-0.0506
1998-06,0.0504
1998-07,-0.1374
1998-08,-0.11810000000000001
1998-09,0.0518
1998-10,0.051399999999999994
1998-11,0.0049
1998-12,-0.0682
1999-01,0.0083
1999-02,-0.0434
1999-03,0.077
1999-04,-0.0512
1999-05,0.006999999999999999
1999-06,-0.0345
1999-07,-0.0565
1999-08,0.025
1999-09,-0.0464
1999-10,-0.0383
1999-11,-0.044199999999999996
1999-12,0.024399999999999998
2000-01,0.0809
2000-02,-0.014199999999999999
2000-03,0.0588
2000-04,-0.048499999999999995
2000-05,-0.024900000000000002
2000-06,-0.1607
2000-07,-0.07440000000000001
2000-08,0.024700000000000003
2000-09,0.0113
2000-10,0.047400000000000005
2000-11,0.019
2000-12,0.055999999999999994
2001-01,-0.09369999999999999
2001-02,0.028399999999999998
2001-03,-0.083
2001-04,-0.013300000000000001
2001-05,-0.0681
2001-06,-0.0127
2001-07,0.1125
2001-08,0.0097
2001-09,-0.07429999999999999
2001-10,-0.04
2001-11,0.0132
2001-12,-0.0507
2002-01,-0.013000000000000001
2002-02,-0.025
2002-03,-0.0227
2002-04,-0.0395
2002-05,0.0689
2002-06,0.053899999999999997
2002-07,0.06280000000000001
2002-08,0.0393
2002-09,-0.0602
2002-10,-0.014499999999999999
2002-11,-0.0305
2002-12,-0.0337
2003-01,0.0116
2003-02,-0.032799999999999996
2003-03,0.0149
2003-04,-0.0271
2003-05,0.0572
2003-06,-0.0767
2003-07,-0.0786
2003-08,0.1273
2003-09,-0.0882
2003-10,0.1235
2003-11,-0.0265
2003-12,-0.0042
2004-01,0.12380000000000001
2004-02,0.0738
2004-03,0.057
2004-04,-0.0206
2004-05,-0.05
2004-06,-0.1454
2004-07,-0.1714
2004-08,0.043899999999999995
2004-09,-0.13449999999999998
2004-10,-0.0132
2004-11,-0.050199999999999995
2004-12,0.0068000000000000005
2005-01,-0.0359
2005-02,0.0888
2005-03,-0.0415
2005-04,-0.0351
2005-05,0.0425
2005-06,-0.039599999999999996
2005-07,0.0668
2005-08,-0.1351
2005-09,-0.048
2005-10,-0.042
2005-11,-0.0398
2005-12,0.0729
2006-01,0.0177
2006-02,0.0451
2006-03,-0.0076
2006-04,0.0095
2006-05,0.0134
